x index;y index;crate;board;order;MEZ CH#;FEE CH#;PHY;Count;Holder;CableType;FEE-LEFT;;;;FEE-RIGHT;;;;
9;19;2;3;16;4;5;1;324;H0430;;0;4;5;;9;4;5;;
10;19;2;3;13;4;2;1;325;H0411;13;0;4;2;;9;4;2;;
11;19;2;3;10;3;3;1;326;H0387;;0;3;3;;9;3;3;;
12;19;2;3;7;2;4;1;327;H0247;;0;2;4;;9;2;4;;
13;19;2;2;3;1;4;1;328;H0213;;0;1;4;;9;1;4;;
14;19;2;2;2;1;3;1;329;H0374;;0;1;3;;9;1;3;;
15;19;2;2;1;1;2;1;330;H0269;7;0;1;2;;9;1;2;;
0;20;2;2;19;5;4;0;301;H0341;;0;5;4;;9;5;4;;
1;20;2;2;14;4;3;0;302;H0253;;0;4;3;;9;4;3;;
2;20;2;2;13;4;2;0;303;H0309;7;0;4;2;;9;4;2;;
3;20;2;2;8;2;5;0;304;H0376;;0;2;5;;9;2;5;;
4;20;2;2;7;2;4;0;305;H0383;;0;2;4;;9;2;4;;
5;20;2;2;4;1;5;0;306;H0311;;0;1;5;;9;1;5;;
6;20;2;2;3;1;4;0;307;H0369;;0;1;4;;9;1;4;;
7;20;2;2;19;5;4;1;308;H0308;;0;5;4;;9;5;4;;
8;20;2;2;17;5;2;1;309;H0014;8;0;5;2;;9;5;2;;
9;20;2;2;15;4;4;1;310;H0015;;0;4;4;;9;4;4;;
10;20;2;2;13;4;2;1;311;H0008;8;0;4;2;;9;4;2;;
11;20;2;2;10;3;3;1;312;H0001;;0;3;3;;9;3;3;;
12;20;2;2;7;2;4;1;313;H0003;;0;2;4;;9;2;4;;
13;20;2;2;4;1;5;1;314;H0606;;0;1;5;;9;1;5;;
0;21;2;2;18;5;3;0;287;H0514;;0;5;3;;9;5;3;;
1;21;2;2;10;3;3;0;288;H0638;;0;3;3;;9;3;3;;
2;21;2;2;9;3;2;0;289;H0593;7;0;3;2;;9;3;2;;
3;21;2;2;6;2;3;0;290;H0975;;0;2;3;;9;2;3;;
4;21;2;2;5;2;2;0;291;H0569;8;0;2;2;;9;2;2;;
5;21;2;2;2;1;3;0;292;H0604;;0;1;3;;9;1;3;;
6;21;2;2;1;1;2;0;293;H0590;8;0;1;2;;9;1;2;;
7;21;2;2;20;5;5;1;294;H0792;;0;5;5;;9;5;5;;
8;21;2;2;18;5;3;1;295;H0550;;0;5;3;;9;5;3;;
9;21;2;2;16;4;5;1;296;H0555;;0;4;5;;9;4;5;;
10;21;2;2;14;4;3;1;297;H0589;;0;4;3;;9;4;3;;
11;21;2;2;11;3;4;1;298;H0791;;0;3;4;;9;3;4;;
12;21;2;2;8;2;5;1;299;H0605;;0;2;5;;9;2;5;;
13;21;2;2;5;2;2;1;300;H0631;7;0;2;2;;9;2;2;;
0;22;2;2;17;5;2;0;271;H0794;7;0;5;2;;9;5;2;;
1;22;2;2;12;3;5;0;272;H0226;;0;3;5;;9;3;5;;
2;22;2;2;11;3;4;0;273;H0581;;0;3;4;;9;3;4;;
3;22;2;1;13;4;2;0;274;H0545;11;0;4;2;;9;4;2;;
4;22;2;1;10;3;3;0;275;H0601;;0;3;3;;9;3;3;;
5;22;2;1;7;2;4;0;276;H0612;;0;2;4;;9;2;4;;
6;22;2;1;4;1;5;0;277;H0547;;0;1;5;;9;1;5;;
7;22;2;1;2;1;3;0;278;H0650;;0;1;3;;9;1;3;;
8;22;2;1;19;5;4;1;279;H0567;;0;5;4;;9;5;4;;
9;22;2;1;17;5;2;1;280;H0570;13;0;5;2;;9;5;2;;
10;22;2;1;14;4;3;1;281;H0108;;0;4;3;;9;4;3;;
11;22;2;1;11;3;4;1;282;H0082;;0;3;4;;9;3;4;;
12;22;2;1;8;2;5;1;283;H0083;;0;2;5;;9;2;5;;
13;22;2;2;12;3;5;1;284;H0088;;0;3;5;;9;3;5;;
14;22;2;2;9;3;2;1;285;H0058;7;0;3;2;;9;3;2;;
15;22;2;2;6;2;3;1;286;H0093;;0;2;3;;9;2;3;;
0;23;2;1;20;5;5;0;255;H0095;;0;5;5;;9;5;5;;
1;23;2;1;17;5;2;0;256;H0099;11;0;5;2;;9;5;2;;
2;23;2;1;15;4;4;0;257;H0384;;0;4;4;;9;4;4;;
3;23;2;1;12;3;5;0;258;H0272;;0;3;5;;9;3;5;;
4;23;2;1;9;3;2;0;259;H0388;13;0;3;2;;9;3;2;;
5;23;2;1;6;2;3;0;260;H0367;;0;2;3;;9;2;3;;
6;23;2;1;3;1;4;0;261;H0366;;0;1;4;;9;1;4;;
7;23;2;1;1;1;2;0;262;H0220;13;0;1;2;;9;1;2;;
8;23;2;1;20;5;5;1;263;H0370;;0;5;5;;9;5;5;;
9;23;2;1;18;5;3;1;264;H0382;;0;5;3;;9;5;3;;
10;23;2;1;15;4;4;1;265;H0372;;0;4;4;;9;4;4;;
11;23;2;1;12;3;5;1;266;H0373;;0;3;5;;9;3;5;;
12;23;2;1;9;3;2;1;267;H0378;13;0;3;2;;9;3;2;;
13;23;2;1;6;2;3;1;268;H0368;;0;2;3;;9;2;3;;
14;23;2;1;4;1;5;1;269;H0251;;0;1;5;;9;1;5;;
15;23;2;1;1;1;2;1;270;H0010;11;0;1;2;;9;1;2;;
0;24;2;1;19;5;4;0;239;H0004;;0;5;4;;9;5;4;;
1;24;2;1;16;4;5;0;240;H0205;;0;4;5;;9;4;5;;
2;24;2;1;14;4;3;0;241;H0062;;0;4;3;;9;4;3;;
3;24;2;1;11;3;4;0;242;H0063;;0;3;4;;9;3;4;;
4;24;2;1;8;2;5;0;243;H0065;;0;2;5;;9;2;5;;
5;24;2;1;5;2;2;0;244;H0066;13;0;2;2;;9;2;2;;
6;24;3;3;2;1;3;0;245;H0069;;0;1;3;;9;1;3;;
7;24;3;3;1;1;2;0;246;H0037;13;0;1;2;;9;1;2;;
8;24;3;3;20;5;5;1;247;H0038;;0;5;5;;9;5;5;;
9;24;3;3;19;5;4;1;248;H0039;;0;5;4;;9;5;4;;
10;24;2;1;16;4;5;1;249;H0040;;0;4;5;;9;4;5;;
11;24;2;1;13;4;2;1;250;H0206;13;0;4;2;;9;4;2;;
12;24;2;1;10;3;3;1;251;H0032;;0;3;3;;9;3;3;;
13;24;2;1;7;2;4;1;252;H0033;;0;2;4;;9;2;4;;
14;24;2;1;5;2;2;1;253;H0034;11;0;2;2;;9;2;2;;
15;24;2;1;2;1;3;1;254;H0035;;0;1;3;;9;1;3;;
0;25;2;1;18;5;3;0;223;H0036;;0;5;3;;9;5;3;;
1;25;3;3;19;5;4;0;224;H0025;;0;5;4;;9;5;4;;
2;25;3;3;18;5;3;0;225;H0027;;0;5;3;;9;5;3;;
3;25;3;3;17;5;2;0;226;H0029;13;0;5;2;;9;5;2;;
4;25;3;3;6;2;3;0;227;H0030;;0;2;3;;9;2;3;;
5;25;3;3;5;2;2;0;228;H0031;13;0;2;2;;9;2;2;;
6;25;3;3;4;1;5;0;229;H0054;;0;1;5;;9;1;5;;
7;25;3;3;3;1;4;0;230;H0060;;0;1;4;;9;1;4;;
8;25;3;3;18;5;3;1;231;H0091;;0;5;3;;9;5;3;;
9;25;3;3;17;5;2;1;232;H0022;13;0;5;2;;9;5;2;;
10;25;3;3;16;4;5;1;233;H0024;;0;4;5;;9;4;5;;
11;25;3;3;15;4;4;1;234;H0100;;0;4;4;;9;4;4;;
12;25;3;3;4;1;5;1;235;H1503;;0;1;5;;9;1;5;;
13;25;3;3;3;1;4;1;236;H0568;;0;1;4;;9;1;4;;
14;25;3;3;2;1;3;1;237;H0561;;0;1;3;;9;1;3;;
15;25;2;1;3;1;4;1;238;H0608;;0;1;4;;9;1;4;;
0;26;3;3;20;5;5;0;207;H0837;;0;5;5;;9;5;5;;
1;26;3;3;15;4;4;0;208;H0592;;0;4;4;;9;4;4;;
2;26;3;3;14;4;3;0;209;H0688;;0;4;3;;9;4;3;;
3;26;3;3;13;4;2;0;210;H0849;11;0;4;2;;9;4;2;;
4;26;3;3;8;2;5;0;211;H0677;;0;2;5;;9;2;5;;
5;26;3;3;7;2;4;0;212;H0840;;0;2;4;;9;2;4;;
6;26;3;2;2;1;3;0;213;H0607;;0;1;3;;9;1;3;;
7;26;3;2;1;1;2;0;214;H0657;10;0;1;2;;9;1;2;;
8;26;3;2;20;5;5;1;215;H0660;;0;5;5;;9;5;5;;
9;26;3;2;19;5;4;1;216;H0818;;0;5;4;;9;5;4;;
10;26;3;3;14;4;3;1;217;H0669;;0;4;3;;9;4;3;;
11;26;3;3;13;4;2;1;218;H0854;13;0;4;2;;9;4;2;;
12;26;3;3;8;2;5;1;219;H0846;;0;2;5;;9;2;5;;
13;26;3;3;7;2;4;1;220;H0826;;0;2;4;;9;2;4;;
14;26;3;3;6;2;3;1;221;H0690;;0;2;3;;9;2;3;;
15;26;3;3;1;1;2;1;222;H0546;11;0;1;2;;9;1;2;;
0;27;3;3;16;4;5;0;189;H0598;;0;4;5;;9;4;5;;
1;27;3;3;11;3;4;0;190;H0492;;0;3;4;;9;3;4;;
2;27;3;3;10;3;3;0;191;H0673;;0;3;3;;9;3;3;;
3;27;3;3;9;3;2;0;192;H0417;11;0;3;2;;9;3;2;;
4;27;3;2;7;2;4;0;193;H1435;;0;2;4;;9;2;4;;
5;27;3;2;6;2;3;0;194;H1431;;0;2;3;;9;2;3;;
6;27;3;2;5;2;2;0;195;H1427;10;0;2;2;;9;2;2;;
7;27;3;2;4;1;5;0;196;H1052;;0;1;5;;9;1;5;;
8;27;3;2;3;1;4;0;197;H1143;;0;1;4;;9;1;4;;
9;27;3;2;18;5;3;1;198;H0684;;0;5;3;;9;5;3;;
10;27;3;2;17;5;2;1;199;H0834;10;0;5;2;;9;5;2;;
11;27;3;2;16;4;5;1;200;H0835;;0;4;5;;9;4;5;;
12;27;3;2;15;4;4;1;201;H1050;;0;4;4;;9;4;4;;
13;27;3;2;14;4;3;1;202;H1041;;0;4;3;;9;4;3;;
14;27;3;3;12;3;5;1;203;H1493;;0;3;5;;9;3;5;;
15;27;3;3;11;3;4;1;204;H1142;;0;3;4;;9;3;4;;
16;27;3;3;10;3;3;1;205;H1443;;0;3;3;;9;3;3;;
17;27;3;3;5;2;2;1;206;H1424;11;0;2;2;;9;2;2;;
0;28;3;3;12;3;5;0;169;H1021;;0;3;5;;9;3;5;;
1;28;3;2;12;3;5;0;170;H1469;;0;3;5;;9;3;5;;
2;28;3;2;11;3;4;0;171;H1407;;0;3;4;;9;3;4;;
3;28;3;2;10;3;3;0;172;H1075;;0;3;3;;9;3;3;;
4;28;3;2;9;3;2;0;173;H1412;10;0;3;2;;9;3;2;;
5;28;3;2;8;2;5;0;174;H1413;;0;2;5;;9;2;5;;
6;28;3;1;4;1;5;0;175;H1074;;0;1;5;;9;1;5;;
7;28;3;1;3;1;4;0;176;H1053;;0;1;4;;9;1;4;;
8;28;3;1;2;1;3;0;177;H0629;;0;1;3;;9;1;3;;
9;28;3;1;1;1;2;0;178;H0493;7;0;1;2;;9;1;2;;
10;28;3;1;20;5;5;1;179;H1458;;0;5;5;;9;5;5;;
11;28;3;1;19;5;4;1;180;H1145;;0;5;4;;9;5;4;;
12;28;3;1;18;5;3;1;181;H1112;;0;5;3;;9;5;3;;
13;28;3;1;17;5;2;1;182;H1465;7;0;5;2;;9;5;2;;
14;28;3;2;13;4;2;1;183;H1110;10;0;4;2;;9;4;2;;
15;28;3;2;12;3;5;1;184;H1106;;0;3;5;;9;3;5;;
16;28;3;2;11;3;4;1;185;H0771;;0;3;4;;9;3;4;;
17;28;3;2;10;3;3;1;186;H0537;;0;3;3;;9;3;3;;
18;28;3;2;9;3;2;1;187;H0636;10;0;3;2;;9;3;2;;
19;28;3;3;9;3;2;1;188;H0535;13;0;3;2;;9;3;2;;
0;29;3;2;16;4;5;0;145;H0584;;0;4;5;;9;4;5;;
1;29;3;2;15;4;4;0;146;H0613;;0;4;4;;9;4;4;;
2;29;3;2;14;4;3;0;147;H0683;;0;4;3;;9;4;3;;
3;29;3;2;13;4;2;0;148;H0622;8;0;4;2;;9;4;2;;
4;29;3;1;8;2;5;0;149;H0814;;0;2;5;;9;2;5;;
5;29;3;1;7;2;4;0;150;H0812;;0;2;4;;9;2;4;;
6;29;3;1;6;2;3;0;151;H0637;;0;2;3;;9;2;3;;
7;29;3;1;5;2;2;0;152;H1394;7;0;2;2;;9;2;2;;
8;29;4;3;18;5;3;0;153;H0672;;0;5;3;;9;5;3;;
9;29;4;3;19;5;4;0;154;H0774;;0;5;4;;9;5;4;;
10;29;4;3;20;5;5;0;155;H0525;;0;5;5;;9;5;5;;
11;29;4;2;20;5;5;0;156;H0640;;0;5;5;;9;5;5;;
12;29;4;2;1;1;2;1;157;H0529;5;0;1;2;;9;1;2;;
13;29;4;3;1;1;2;1;158;H0533;5;0;1;2;;9;1;2;;
14;29;4;3;2;1;3;1;159;H0623;;0;1;3;;9;1;3;;
15;29;4;3;3;1;4;1;160;H0502;;0;1;4;;9;1;4;;
16;29;3;1;16;4;5;1;161;H0786;;0;4;5;;9;4;5;;
17;29;3;1;15;4;4;1;162;H0775;;0;4;4;;9;4;4;;
18;29;3;1;14;4;3;1;163;HO795;;0;4;3;;9;4;3;;
19;29;3;1;13;4;2;1;164;H1077;7;0;4;2;;9;4;2;;
20;29;3;2;8;2;5;1;165;H1109;;0;2;5;;9;2;5;;
21;29;3;2;7;2;4;1;166;H1032;;0;2;4;;9;2;4;;
22;29;3;2;6;2;3;1;167;H0652;;0;2;3;;9;2;3;;
23;29;3;2;5;2;2;1;168;H1060;8;0;2;2;;9;2;2;;
0;30;3;2;19;5;4;0;116;H1492;;0;5;4;;9;5;4;;
1;30;3;2;18;5;3;0;117;H1475;;0;5;3;;9;5;3;;
2;30;3;2;17;5;2;0;118;H1067;8;0;5;2;;9;5;2;;
3;30;3;1;12;3;5;0;119;H1400;;0;3;5;;9;3;5;;
4;30;3;1;11;3;4;0;120;H0800;;0;3;4;;9;3;4;;
5;30;3;1;10;3;3;0;121;H0798;;0;3;3;;9;3;3;;
6;30;3;1;9;3;2;0;122;H0468;7;0;3;2;;9;3;2;;
7;30;4;3;15;4;4;0;123;H0793;;0;4;4;;9;4;4;;
8;30;4;3;16;4;5;0;124;H0790;;0;4;5;;9;4;5;;
9;30;4;3;17;5;2;0;125;H1073;5;0;5;2;;9;5;2;;
10;30;4;2;17;5;2;0;126;H1047;5;0;5;2;;9;5;2;;
11;30;4;2;18;5;3;0;127;H1454;;0;5;3;;9;5;3;;
12;30;4;2;19;5;4;0;128;H1403;;0;5;4;;9;5;4;;
13;30;4;1;19;5;4;0;129;H0915;;0;5;4;;9;5;4;;
14;30;4;1;20;5;5;0;130;H1064;;0;5;5;;9;5;5;;
15;30;4;1;1;1;2;1;131;H1042;11;0;1;2;;9;1;2;;
16;30;4;2;2;1;3;1;132;H0971;;0;1;3;;9;1;3;;
17;30;4;2;3;1;4;1;133;H1062;;0;1;4;;9;1;4;;
18;30;4;2;4;1;5;1;134;H1421;;0;1;5;;9;1;5;;
19;30;4;3;4;1;5;1;135;H1490;;0;1;5;;9;1;5;;
20;30;4;3;5;2;2;1;136;H1460;5;0;2;2;;9;2;2;;
21;30;4;3;6;2;3;1;137;H1416;;0;2;3;;9;2;3;;
22;30;3;1;12;3;5;1;138;H1080;;0;3;5;;9;3;5;;
23;30;3;1;11;3;4;1;139;H1037;;0;3;4;;9;3;4;;
24;30;3;1;10;3;3;1;140;H1107;;0;3;3;;9;3;3;;
25;30;3;1;9;3;2;1;141;H1059;7;0;3;2;;9;3;2;;
26;30;3;2;4;1;5;1;142;H1404;;0;1;5;;9;1;5;;
27;30;3;2;3;1;4;1;143;H0907;;0;1;4;;9;1;4;;
28;30;3;2;2;1;3;1;144;H1495;;0;1;3;;9;1;3;;
0;31;3;2;20;5;5;0;90;H1072;;0;5;5;;9;5;5;;
1;31;3;1;16;4;5;0;91;H0666;;0;4;5;;9;4;5;;
2;31;3;1;15;4;4;0;92;H0653;;0;4;4;;9;4;4;;
3;31;3;1;14;4;3;0;93;H0503;;0;4;3;;9;4;3;;
4;31;3;1;13;4;2;0;94;H0836;5;0;4;2;;9;4;2;;
5;31;4;3;12;3;5;0;95;H0591;;0;3;5;;9;3;5;;
6;31;4;3;13;4;2;0;96;H0531;5;0;4;2;;9;4;2;;
7;31;4;3;14;4;3;0;97;H0506;;0;4;3;;9;4;3;;
8;31;4;2;14;4;3;0;98;H0507;;0;4;3;;9;4;3;;
9;31;4;2;15;4;4;0;99;H0501;;0;4;4;;9;4;4;;
10;31;4;2;16;4;5;0;100;H0813;;0;4;5;;9;4;5;;
11;31;4;1;17;5;2;0;101;H1478;11;0;5;2;;9;5;2;;
12;31;4;1;18;5;3;0;102;H0585;;0;5;3;;9;5;3;;
13;31;4;1;2;1;3;1;103;H1428;;0;1;3;;9;1;3;;
14;31;4;1;3;1;4;1;104;H1006;;0;1;4;;9;1;4;;
15;31;4;2;5;2;2;1;105;H1456;5;0;2;2;;9;2;2;;
16;31;4;2;6;2;3;1;106;H1418;;0;2;3;;9;2;3;;
17;31;4;2;7;2;4;1;107;H1474;;0;2;4;;9;2;4;;
18;31;4;3;7;2;4;1;108;H1040;;0;2;4;;9;2;4;;
19;31;4;3;8;2;5;1;109;H0504;;0;2;5;;9;2;5;;
20;31;4;3;9;3;2;1;110;H1113;4;0;3;2;;9;3;2;;
21;31;3;1;8;2;5;1;111;H1459;;0;2;5;;9;2;5;;
22;31;3;1;7;2;4;1;112;H1445;;0;2;4;;9;2;4;;
23;31;3;1;6;2;3;1;113;H1036;;0;2;3;;9;2;3;;
24;31;3;1;5;2;2;1;114;H1461;5;0;2;2;;9;2;2;;
25;31;3;2;1;1;2;1;115;H1438;8;0;1;2;;9;1;2;;
0;32;3;1;19;5;4;0;65;H0848;;0;5;4;;9;5;4;;
1;32;3;1;18;5;3;0;66;H0491;;0;5;3;;9;5;3;;
2;32;3;1;17;5;2;0;67;H0811;5;0;5;2;;9;5;2;;
3;32;4;3;8;2;5;0;68;H0667;;0;2;5;;9;2;5;;
4;32;4;3;9;3;2;0;69;H0662;4;0;3;2;;9;3;2;;
5;32;4;3;10;3;3;0;70;H0829;;0;3;3;;9;3;3;;
6;32;4;3;11;3;4;0;71;H0851;;0;3;4;;9;3;4;;
7;32;4;2;11;3;4;0;72;H0621;;0;3;4;;9;3;4;;
8;32;4;2;12;3;5;0;73;H0898;;0;3;5;;9;3;5;;
9;32;4;2;13;4;2;0;74;H1441;5;0;4;2;;9;4;2;;
10;32;4;1;15;4;4;0;75;H1442;;0;4;4;;9;4;4;;
11;32;4;1;16;4;5;0;76;H1447;;0;4;5;;9;4;5;;
12;32;4;1;4;1;5;1;77;H1494;;0;1;5;;9;1;5;;
13;32;4;1;5;2;2;1;78;H1488;11;0;2;2;;9;2;2;;
14;32;4;1;6;2;3;1;79;H1464;;0;2;3;;9;2;3;;
15;32;4;2;8;2;5;1;80;H0968;;0;2;5;;9;2;5;;
16;32;4;2;9;3;2;1;81;H1402;4;0;3;2;;9;3;2;;
17;32;4;2;10;3;3;1;82;H1144;;0;3;3;;9;3;3;;
18;32;4;3;10;3;3;1;83;H1408;;0;3;3;;9;3;3;;
19;32;4;3;11;3;4;1;84;H0825;;0;3;4;;9;3;4;;
20;32;4;3;12;3;5;1;85;H1450;;0;3;5;;9;3;5;;
21;32;4;3;13;4;2;1;86;H1498;4;0;4;2;;9;4;2;;
22;32;3;1;4;1;5;1;87;H0899;;0;1;5;;9;1;5;;
23;32;3;1;3;1;4;1;88;H1485;;0;1;4;;9;1;4;;
24;32;3;1;2;1;3;1;89;H1419;;0;1;3;;9;1;3;;
0;33;3;1;20;5;5;0;43;H0651;;0;5;5;;9;5;5;;
1;33;4;3;4;1;5;0;44;H0654;;0;1;5;;9;1;5;;
2;33;4;3;5;2;2;0;45;H0648;4;0;2;2;;9;2;2;;
3;33;4;3;6;2;3;0;46;H0539;;0;2;3;;9;2;3;;
4;33;4;3;7;2;4;0;47;H0511;;0;2;4;;9;2;4;;
5;33;4;2;8;2;5;0;48;H0573;;0;2;5;;9;2;5;;
6;33;4;2;9;3;2;0;49;H1066;4;0;3;2;;9;3;2;;
7;33;4;2;10;3;3;0;50;H0620;;0;3;3;;9;3;3;;
8;33;4;1;12;3;5;0;51;H0597;;0;3;5;;9;3;5;;
9;33;4;1;13;4;2;0;52;H0619;11;0;4;2;;9;4;2;;
10;33;4;1;14;4;3;0;53;H0646;;0;4;3;;9;4;3;;
11;33;4;1;7;2;4;1;54;H0624;;0;2;4;;9;2;4;;
12;33;4;1;8;2;5;1;55;H1467;;0;2;5;;9;2;5;;
13;33;4;1;9;3;2;1;56;H0566;10;0;3;2;;9;3;2;;
14;33;4;2;11;3;4;1;57;H0644;;0;3;4;;9;3;4;;
15;33;4;2;12;3;5;1;58;H0647;;0;3;5;;9;3;5;;
16;33;4;2;13;4;2;1;59;H0642;4;0;4;2;;9;4;2;;
17;33;4;3;14;4;3;1;60;H0828;;0;4;3;;9;4;3;;
18;33;4;3;15;4;4;1;61;H0534;;0;4;4;;9;4;4;;
19;33;4;3;16;4;5;1;62;H0679;;0;4;5;;9;4;5;;
20;33;4;3;17;5;2;1;63;H0627;4;0;5;2;;9;5;2;;
21;33;3;1;1;1;2;1;64;H0655;5;0;1;2;;9;1;2;;
0;34;4;3;1;1;2;0;24;H0538;4;0;1;2;;9;1;2;;
1;34;4;3;2;1;3;0;25;H0563;;0;1;3;;9;1;3;;
2;34;4;3;3;1;4;0;26;H1385;;0;1;4;;9;1;4;;
3;34;4;2;4;1;5;0;27;H1377;;0;1;5;;9;1;5;;
4;34;4;2;5;2;2;0;28;H1388;4;0;2;2;;9;2;2;;
5;34;4;2;6;2;3;0;29;H1376;;0;2;3;;9;2;3;;
6;34;4;2;7;2;4;0;30;H1355;;0;2;4;;9;2;4;;
7;34;4;1;9;3;2;0;31;H1347;10;0;3;2;;9;3;2;;
8;34;4;1;10;3;3;0;32;H1341;;0;3;3;;9;3;3;;
9;34;4;1;11;3;4;0;33;H1353;;0;3;4;;9;3;4;;
10;34;4;1;10;3;3;1;34;H1345;;0;3;3;;9;3;3;;
11;34;4;1;11;3;4;1;35;H1380;;0;3;4;;9;3;4;;
12;34;4;1;12;3;5;1;36;H1375;;0;3;5;;9;3;5;;
13;34;4;2;14;4;3;1;37;H1384;;0;4;3;;9;4;3;;
14;34;4;2;15;4;4;1;38;H0649;;0;4;4;;9;4;4;;
15;34;4;2;16;4;5;1;39;H0645;;0;4;5;;9;4;5;;
16;34;4;3;18;5;3;1;40;H0634;;0;5;3;;9;5;3;;
17;34;4;3;19;5;4;1;41;H0544;;0;5;4;;9;5;4;;
18;34;4;3;20;5;5;1;42;H0616;;0;5;5;;9;5;5;;
0;35;4;2;1;1;2;0;10;H1363;4;0;1;2;;9;1;2;;
1;35;4;2;2;1;3;0;11;H1369;;0;1;3;;9;1;3;;
2;35;4;2;3;1;4;0;12;H1364;;0;1;4;;9;1;4;;
3;35;4;1;5;2;2;0;13;H1387;10;0;2;2;;9;2;2;;
4;35;4;1;6;2;3;0;14;H1330;;0;2;3;;9;2;3;;
5;35;4;1;7;2;4;0;15;H1331;;0;2;4;;9;2;4;;
6;35;4;1;8;2;5;0;16;H1332;;0;2;5;;9;2;5;;
7;35;4;1;13;4;2;1;17;H1361;10;0;4;2;;9;4;2;;
8;35;4;1;14;4;3;1;18;H1393;;0;4;3;;9;4;3;;
9;35;4;1;15;4;4;1;19;H1005;;0;4;4;;9;4;4;;
10;35;4;1;16;4;5;1;20;H1391;;0;4;5;;9;4;5;;
11;35;4;2;17;5;2;1;21;H1396;4;0;5;2;;9;5;2;;
12;35;4;2;18;5;3;1;22;H1389;;0;5;3;;9;5;3;;
13;35;4;2;19;5;4;1;23;H1392;;0;5;4;;9;5;4;;
0;36;4;1;1;1;2;0;1;H1374;10;0;1;2;;9;1;2;;
1;36;4;1;2;1;3;0;2;H1362;;0;1;3;;9;1;3;;
2;36;4;1;3;1;4;0;3;H1381;;0;1;4;;9;1;4;;
3;36;4;1;4;1;5;0;4;H1395;;0;1;5;;9;1;5;;
4;36;4;1;17;5;2;1;5;H1382;10;0;5;2;;9;5;2;;
5;36;4;1;18;5;3;1;6;H1365;;0;5;3;;9;5;3;;
6;36;4;1;19;5;4;1;7;H1367;;0;5;4;;9;5;4;;
7;36;4;1;20;5;5;1;8;H1360;;0;5;5;;9;5;5;;
8;36;4;2;20;5;5;1;9;H1368;;0;5;5;;9;5;5;;
;;1;2;20;5;5;0;487;;;0;5;5;;9;5;5;;
;;1;2;1;1;2;1;508;;13;0;1;2;;9;1;2;;
;;1;1;20;5;5;0;533;;;0;5;5;;9;5;5;;
;;1;1;1;1;2;1;563;;4;0;1;2;;9;1;2;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
